"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 31 07:09:05 BRST 2021","Fri Dec 31 07:09:05 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","test_trwe7pbk4lt2_deletecharge","test_trwe7pbk4lt2_deletecharge",""
"failed","Fri Dec 31 07:17:18 BRST 2021","Fri Dec 31 07:17:18 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_t4yfiohf0302","","PaymentInvalidExample.OasDbPaymentInvalidExample_t4yfiohf0302","test_1jy88q2csix4j_createcharge","test_1jy88q2csix4j_createcharge",""
"failed","Fri Dec 31 07:18:27 BRST 2021","Fri Dec 31 07:18:27 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","","PaymentInvalidExample.OasDbPaymentInvalidExample_s1b56mcqefxs","test_1iaveuzs2sj75_createcharge","test_1iaveuzs2sj75_createcharge",""
"passed","Fri Dec 31 07:12:16 BRST 2021","Fri Dec 31 07:12:16 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_vbmzdnjabbdx_updatecharge","test_vbmzdnjabbdx_updatecharge",""
"failed","Fri Dec 31 07:09:38 BRST 2021","Fri Dec 31 07:09:38 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_1ib0wupd3if5l_updatecharge","test_1ib0wupd3if5l_updatecharge",""
"passed","Fri Dec 31 07:05:55 BRST 2021","Fri Dec 31 07:05:55 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","test_qxljd42np8bq_deletecharge","test_qxljd42np8bq_deletecharge",""
"passed","Fri Dec 31 07:14:57 BRST 2021","Fri Dec 31 07:14:57 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","test_t4crymor475f_updatecharge","test_t4crymor475f_updatecharge",""
"failed","Fri Dec 31 07:08:10 BRST 2021","Fri Dec 31 07:08:10 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","test_1h7zss871krqa_updatecharge","test_1h7zss871krqa_updatecharge",""
"failed","Fri Dec 31 07:02:59 BRST 2021","Fri Dec 31 07:02:59 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","test_s1dxckxqq6ut_updatecharge","test_s1dxckxqq6ut_updatecharge",""
"passed","Fri Dec 31 07:08:25 BRST 2021","Fri Dec 31 07:08:25 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","test_1iemn5s5s3mes_deletecharge","test_1iemn5s5s3mes_deletecharge",""
"passed","Fri Dec 31 07:09:58 BRST 2021","Fri Dec 31 07:09:58 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_1ji9z4lr77kfq_deletecharge","test_1ji9z4lr77kfq_deletecharge",""
"passed","Fri Dec 31 07:07:23 BRST 2021","Fri Dec 31 07:07:23 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","test_skv3x6fgmlv6_deletecharge","test_skv3x6fgmlv6_deletecharge",""
"passed","Fri Dec 31 07:18:09 BRST 2021","Fri Dec 31 07:18:09 BRST 2021","12","","PaymentInvalidExample.OasDbPaymentInvalidExample_t4yfiohf0302","","PaymentInvalidExample.OasDbPaymentInvalidExample_t4yfiohf0302","test_vb6d6qk16j3s_readcharge","test_vb6d6qk16j3s_readcharge",""
"passed","Fri Dec 31 07:11:11 BRST 2021","Fri Dec 31 07:11:11 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_1iuqfwv0q9q3m_updatecharge","test_1iuqfwv0q9q3m_updatecharge",""
"failed","Fri Dec 31 07:01:32 BRST 2021","Fri Dec 31 07:01:32 BRST 2021","17","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","test_s10230qx1ht0_createcharge","test_s10230qx1ht0_createcharge",""
"passed","Fri Dec 31 07:09:53 BRST 2021","Fri Dec 31 07:09:53 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_1ieyazmurmc12_deletecharge","test_1ieyazmurmc12_deletecharge",""
"passed","Fri Dec 31 07:00:47 BRST 2021","Fri Dec 31 07:00:47 BRST 2021","20","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","test_1hbd656aaqijo_deletecharge","test_1hbd656aaqijo_deletecharge",""
"failed","Fri Dec 31 07:07:28 BRST 2021","Fri Dec 31 07:07:28 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","test_sl3yce5tgppu_createcharge","test_sl3yce5tgppu_createcharge",""
"failed","Fri Dec 31 07:06:25 BRST 2021","Fri Dec 31 07:06:25 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","test_vf1eoh4ipnja_createcharge","test_vf1eoh4ipnja_createcharge",""
"passed","Fri Dec 31 07:07:02 BRST 2021","Fri Dec 31 07:07:02 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","","PaymentInvalidExample.OasDbPaymentInvalidExample_qxnrc40dfexy","test_rhgm1xxb9uue_readcharge","test_rhgm1xxb9uue_readcharge",""
"failed","Fri Dec 31 07:14:07 BRST 2021","Fri Dec 31 07:14:07 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iukx5hfzh8ip","test_1if135dvawkmd_createcharge","test_1if135dvawkmd_createcharge",""
"failed","Fri Dec 31 07:03:14 BRST 2021","Fri Dec 31 07:03:14 BRST 2021","16","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","","PaymentInvalidExample.OasDbPaymentInvalidExample_rhg1pnlf86k8","test_t4sz0fd85id1_createcharge","test_t4sz0fd85id1_createcharge",""
"passed","Fri Dec 31 07:01:12 BRST 2021","Fri Dec 31 07:01:12 BRST 2021","21","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","","PaymentInvalidExample.OasDbPaymentInvalidExample_qdsrdj6u4ab6","test_qdqgrfy9zhpf_updatecharge","test_qdqgrfy9zhpf_updatecharge",""
"passed","Fri Dec 31 07:11:16 BRST 2021","Fri Dec 31 07:11:16 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","","PaymentInvalidExample.OasDbPaymentInvalidExample_1iv6lf8xqpxyt","test_1iv12nhjvm2wg_readcharge","test_1iv12nhjvm2wg_readcharge",""
"passed","Fri Dec 31 07:04:02 BRST 2021","Fri Dec 31 07:04:02 BRST 2021","15","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_1jidbvat8a4wy_deletecharge","test_1jidbvat8a4wy_deletecharge",""
"passed","Fri Dec 31 07:16:15 BRST 2021","Fri Dec 31 07:16:15 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_vf6f2by3zl88","","PaymentInvalidExample.OasDbPaymentInvalidExample_vf6f2by3zl88","test_skxw2ze8ounr_updatecharge","test_skxw2ze8ounr_updatecharge",""
"passed","Fri Dec 31 07:09:48 BRST 2021","Fri Dec 31 07:09:48 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_1ievj569nps8i_deletecharge","test_1ievj569nps8i_deletecharge",""
"passed","Fri Dec 31 07:04:47 BRST 2021","Fri Dec 31 07:04:47 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_u7rcxvsh8zea_readcharge","test_u7rcxvsh8zea_readcharge",""
"passed","Fri Dec 31 07:05:40 BRST 2021","Fri Dec 31 07:05:40 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","","PaymentInvalidExample.OasDbPaymentInvalidExample_trwwx2mdyhd1","test_1jy24udsxpu7s_readcharge","test_1jy24udsxpu7s_readcharge",""
"passed","Fri Dec 31 07:04:17 BRST 2021","Fri Dec 31 07:04:17 BRST 2021","17","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbemkcgc6ste","test_qxlil3h3qxq1_deletecharge","test_qxlil3h3qxq1_deletecharge",""
"failed","Fri Dec 31 07:10:13 BRST 2021","Fri Dec 31 07:10:13 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","","PaymentInvalidExample.OasDbPaymentInvalidExample_vbhwzcn01c9v","test_skxx6ni6tfsp_createcharge","test_skxx6ni6tfsp_createcharge",""
"failed","Fri Dec 31 07:08:45 BRST 2021","Fri Dec 31 07:08:45 BRST 2021","13","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","","PaymentInvalidExample.OasDbPaymentInvalidExample_s13cw02qubmp","test_r1l7a1lr8q5i_createcharge","test_r1l7a1lr8q5i_createcharge",""
"failed","Fri Dec 31 07:13:14 BRST 2021","Fri Dec 31 07:13:14 BRST 2021","14","","PaymentInvalidExample.OasDbPaymentInvalidExample_urhcdjwrvk9y","","PaymentInvalidExample.OasDbPaymentInvalidExample_urhcdjwrvk9y","test_u82fbvlhdf8j_updatecharge","test_u82fbvlhdf8j_updatecharge",""
