"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 31 08:20:32 BRST 2021","Fri Dec 31 08:20:32 BRST 2021","13","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_qhsx7s4l8c3a","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_qhsx7s4l8c3a","test_urxf54ctxeep_deletecharge","test_urxf54ctxeep_deletecharge",""
"failed","Fri Dec 31 08:21:40 BRST 2021","Fri Dec 31 08:21:40 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","test_t4w6dr2c7wvq_updatecharge","test_t4w6dr2c7wvq_updatecharge",""
"passed","Fri Dec 31 08:16:12 BRST 2021","Fri Dec 31 08:16:12 BRST 2021","59","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iavdb7l9kxtd","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iavdb7l9kxtd","test_vbhwkvqw7pdi_createcharge","test_vbhwkvqw7pdi_createcharge",""
"passed","Fri Dec 31 08:21:25 BRST 2021","Fri Dec 31 08:21:25 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_t4yyjnz4v12q","test_rl5lzp7iidrk_deletecharge","test_rl5lzp7iidrk_deletecharge",""
"failed","Fri Dec 31 08:03:59 BRST 2021","Fri Dec 31 08:03:59 BRST 2021","17","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iyi9997lw5km","test_s1b4q44g3zhe_updatecharge","test_s1b4q44g3zhe_updatecharge",""
"failed","Fri Dec 31 08:12:46 BRST 2021","Fri Dec 31 08:12:46 BRST 2021","14","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_sksd8x3z7azp","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_sksd8x3z7azp","test_1iyl1w3tk9mxx_createcharge","test_1iyl1w3tk9mxx_createcharge",""
"passed","Fri Dec 31 08:03:07 BRST 2021","Fri Dec 31 08:03:07 BRST 2021","29","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1hb87phbd5eg5","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1hb87phbd5eg5","test_toloo35d2jxd_readcharge","test_toloo35d2jxd_readcharge",""
"passed","Fri Dec 31 08:15:01 BRST 2021","Fri Dec 31 08:15:01 BRST 2021","15","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iavdb7l9kxtd","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iavdb7l9kxtd","test_1hbaed4voyrzo_readcharge","test_1hbaed4voyrzo_readcharge",""
"failed","Fri Dec 31 08:06:45 BRST 2021","Fri Dec 31 08:06:45 BRST 2021","16","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","test_rhiuqde6whtg_updatecharge","test_rhiuqde6whtg_updatecharge",""
"failed","Fri Dec 31 08:07:20 BRST 2021","Fri Dec 31 08:07:20 BRST 2021","15","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","","PaymentPayloadWrongDataType.OasDbPaymentPayloadWrongDataType_1iukdc9pgnj8z","test_ubu6969p9zdu_createcharge","test_ubu6969p9zdu_createcharge",""
